/media/home/mango/test_fairseq/dataset/cv-corpus-21.0-2025-03-14-zh-HK/cv-corpus-21.0-2025-03-14/zh-HK/clips
common_voice_zh-HK_22943345.flac	62976
common_voice_zh-HK_22261563.flac	34176
common_voice_zh-HK_22953800.flac	48384
common_voice_zh-HK_22974754.flac	46464
common_voice_zh-HK_22966052.flac	54144
common_voice_zh-HK_38078922.flac	29376
common_voice_zh-HK_23826712.flac	34944
common_voice_zh-HK_41664613.flac	26496
common_voice_zh-HK_22430107.flac	136320
common_voice_zh-HK_22268464.flac	134016
common_voice_zh-HK_22279419.flac	160914
common_voice_zh-HK_22262988.flac	130944
common_voice_zh-HK_22945665.flac	42214
common_voice_zh-HK_22261557.flac	129024
common_voice_zh-HK_22972823.flac	74880
common_voice_zh-HK_22972718.flac	36864
common_voice_zh-HK_22947178.flac	52608
common_voice_zh-HK_26520520.flac	47232
common_voice_zh-HK_22236242.flac	121344
common_voice_zh-HK_22222176.flac	43886
common_voice_zh-HK_22307722.flac	77568
common_voice_zh-HK_22247039.flac	67584
common_voice_zh-HK_22404635.flac	118656
common_voice_zh-HK_40648402.flac	64512
common_voice_zh-HK_34471228.flac	24768
common_voice_zh-HK_26860901.flac	21888
common_voice_zh-HK_22960176.flac	86784
common_voice_zh-HK_22944213.flac	104064
common_voice_zh-HK_22270100.flac	87168
common_voice_zh-HK_22222704.flac	55296
common_voice_zh-HK_22972781.flac	62976
common_voice_zh-HK_22246666.flac	63360
common_voice_zh-HK_22973439.flac	54528
common_voice_zh-HK_22944205.flac	88704
common_voice_zh-HK_22944506.flac	125184
common_voice_zh-HK_22261811.flac	122112
common_voice_zh-HK_22271415.flac	117888
common_voice_zh-HK_22959047.flac	62976
common_voice_zh-HK_22972790.flac	66816
common_voice_zh-HK_22975465.flac	77568
common_voice_zh-HK_22971219.flac	63360
common_voice_zh-HK_22950100.flac	49920
common_voice_zh-HK_39057571.flac	30528
common_voice_zh-HK_30474981.flac	57600
common_voice_zh-HK_22958169.flac	67584
common_voice_zh-HK_22261819.flac	129408
common_voice_zh-HK_22967370.flac	52992
common_voice_zh-HK_23125447.flac	124416
common_voice_zh-HK_22960024.flac	57216
common_voice_zh-HK_22263108.flac	71424
common_voice_zh-HK_22962667.flac	48384
common_voice_zh-HK_22969616.flac	69504
common_voice_zh-HK_22945798.flac	34944
common_voice_zh-HK_22264510.flac	85248
common_voice_zh-HK_22964486.flac	47616
common_voice_zh-HK_22261159.flac	64128
common_voice_zh-HK_37591795.flac	39168
common_voice_zh-HK_22958719.flac	98688
common_voice_zh-HK_22962757.flac	51840
common_voice_zh-HK_31767563.flac	40320
common_voice_zh-HK_23631525.flac	100224
common_voice_zh-HK_22420447.flac	116736
common_voice_zh-HK_22947952.flac	59904
common_voice_zh-HK_22261160.flac	96768
common_voice_zh-HK_22950461.flac	75648
common_voice_zh-HK_22957161.flac	95616
common_voice_zh-HK_39094465.flac	32832
common_voice_zh-HK_22226931.flac	56448
common_voice_zh-HK_22968580.flac	61824
common_voice_zh-HK_40421997.flac	28224
common_voice_zh-HK_42155057.flac	25920
common_voice_zh-HK_22112024.flac	88704
common_voice_zh-HK_22948147.flac	56448
common_voice_zh-HK_22967490.flac	48384
common_voice_zh-HK_22248715.flac	46464
common_voice_zh-HK_23040393.flac	94080
common_voice_zh-HK_22955652.flac	38784
common_voice_zh-HK_26906990.flac	24192
common_voice_zh-HK_24536724.flac	91008
common_voice_zh-HK_42657347.flac	66240
common_voice_zh-HK_22944694.flac	60672
common_voice_zh-HK_22319591.flac	33024
common_voice_zh-HK_22954080.flac	72576
common_voice_zh-HK_22955553.flac	49920
common_voice_zh-HK_22308669.flac	89856
common_voice_zh-HK_22961230.flac	44544
common_voice_zh-HK_33776304.flac	101952
common_voice_zh-HK_22941235.flac	75264
common_voice_zh-HK_22436226.flac	77184
common_voice_zh-HK_22948565.flac	57216
common_voice_zh-HK_22261360.flac	44544
common_voice_zh-HK_22958415.flac	38784
common_voice_zh-HK_22261572.flac	82176
common_voice_zh-HK_22967520.flac	87168
common_voice_zh-HK_22946148.flac	72192
common_voice_zh-HK_22947752.flac	80256
common_voice_zh-HK_22957327.flac	82944
common_voice_zh-HK_24624869.flac	46080
common_voice_zh-HK_22187637.flac	42624
common_voice_zh-HK_22951454.flac	40704
common_voice_zh-HK_22262521.flac	130176
common_voice_zh-HK_22303162.flac	121344
common_voice_zh-HK_39291286.flac	36288
common_voice_zh-HK_22266445.flac	64896
common_voice_zh-HK_22947157.flac	103680
common_voice_zh-HK_22967310.flac	49152
common_voice_zh-HK_22391025.flac	57216
common_voice_zh-HK_23775011.flac	55296
common_voice_zh-HK_22942493.flac	45696
common_voice_zh-HK_22953732.flac	48384
common_voice_zh-HK_32408885.flac	74880
common_voice_zh-HK_20861287.flac	32256
common_voice_zh-HK_22967104.flac	86016
common_voice_zh-HK_24804750.flac	42048
common_voice_zh-HK_24804751.flac	36288
common_voice_zh-HK_35112894.flac	42624
common_voice_zh-HK_35112895.flac	40320
common_voice_zh-HK_23377419.flac	87168
common_voice_zh-HK_23377425.flac	59136
common_voice_zh-HK_34394895.flac	40320
common_voice_zh-HK_34394896.flac	43200
common_voice_zh-HK_22251695.flac	150144
common_voice_zh-HK_22251700.flac	146304
common_voice_zh-HK_42497057.flac	51840
common_voice_zh-HK_42497062.flac	49536
common_voice_zh-HK_22249767.flac	86784
common_voice_zh-HK_22249768.flac	93696
common_voice_zh-HK_22167687.flac	91776
common_voice_zh-HK_22167688.flac	48384
common_voice_zh-HK_22307640.flac	95616
common_voice_zh-HK_22307643.flac	65664
common_voice_zh-HK_22263069.flac	36864
common_voice_zh-HK_22263071.flac	88704
common_voice_zh-HK_22262232.flac	147456
common_voice_zh-HK_22262234.flac	125568
common_voice_zh-HK_22274005.flac	129408
common_voice_zh-HK_22274006.flac	104832
common_voice_zh-HK_22328625.flac	61056
common_voice_zh-HK_22328626.flac	90624
common_voice_zh-HK_22192376.flac	52992
common_voice_zh-HK_22192379.flac	56448
common_voice_zh-HK_22263119.flac	115968
common_voice_zh-HK_22263131.flac	100224
common_voice_zh-HK_22221188.flac	120576
common_voice_zh-HK_22221190.flac	49536
common_voice_zh-HK_23812009.flac	72960
common_voice_zh-HK_23812010.flac	73728
common_voice_zh-HK_25036296.flac	79488
common_voice_zh-HK_25036298.flac	42048
common_voice_zh-HK_22239199.flac	53376
common_voice_zh-HK_22239202.flac	104064
common_voice_zh-HK_23853808.flac	94464
common_voice_zh-HK_23853809.flac	54144
common_voice_zh-HK_22222452.flac	116736
common_voice_zh-HK_22222455.flac	61056
common_voice_zh-HK_22291162.flac	81024
common_voice_zh-HK_22291163.flac	135168
common_voice_zh-HK_22944562.flac	90624
common_voice_zh-HK_22944565.flac	94464
common_voice_zh-HK_22263604.flac	147840
common_voice_zh-HK_22263606.flac	118656
common_voice_zh-HK_22395844.flac	123264
common_voice_zh-HK_22395846.flac	90624
common_voice_zh-HK_22944627.flac	97536
common_voice_zh-HK_22944629.flac	73728
common_voice_zh-HK_22251455.flac	50304
common_voice_zh-HK_22251457.flac	77568
common_voice_zh-HK_22945178.flac	87168
common_voice_zh-HK_22945183.flac	72960
common_voice_zh-HK_31359550.flac	68544
common_voice_zh-HK_31359551.flac	54144
common_voice_zh-HK_23368671.flac	85264
common_voice_zh-HK_23368672.flac	86100
common_voice_zh-HK_22260832.flac	109824
common_voice_zh-HK_22260835.flac	78336
common_voice_zh-HK_22313587.flac	86400
common_voice_zh-HK_22313591.flac	64896
common_voice_zh-HK_32405267.flac	34560
common_voice_zh-HK_32405271.flac	40320
common_voice_zh-HK_22239616.flac	84096
common_voice_zh-HK_22239618.flac	69504
common_voice_zh-HK_42472852.flac	65088
common_voice_zh-HK_42472854.flac	42048
common_voice_zh-HK_22944557.flac	66816
common_voice_zh-HK_22944561.flac	39936
common_voice_zh-HK_22267493.flac	52992
common_voice_zh-HK_22267502.flac	110976
common_voice_zh-HK_22237196.flac	75264
common_voice_zh-HK_22237197.flac	81024
common_voice_zh-HK_22249035.flac	59904
common_voice_zh-HK_22249040.flac	63744
common_voice_zh-HK_22339381.flac	117504
common_voice_zh-HK_22339383.flac	70656
common_voice_zh-HK_22330938.flac	134016
common_voice_zh-HK_22330940.flac	100224
common_voice_zh-HK_22268059.flac	82944
common_voice_zh-HK_22268063.flac	54144
common_voice_zh-HK_30473835.flac	36288
common_voice_zh-HK_30473836.flac	38592
common_voice_zh-HK_22239374.flac	124416
common_voice_zh-HK_22239375.flac	138240
common_voice_zh-HK_22942820.flac	141696
common_voice_zh-HK_22942821.flac	59136
common_voice_zh-HK_22945549.flac	79104
common_voice_zh-HK_22945551.flac	57984
common_voice_zh-HK_22155010.flac	127104
common_voice_zh-HK_22155580.flac	84864
common_voice_zh-HK_23636680.flac	71424
common_voice_zh-HK_23636682.flac	42624
common_voice_zh-HK_39093445.flac	37440
common_voice_zh-HK_39093482.flac	25920
common_voice_zh-HK_42472863.flac	32832
common_voice_zh-HK_42472864.flac	42048
common_voice_zh-HK_41795778.flac	26496
common_voice_zh-HK_41795791.flac	24768
common_voice_zh-HK_22274236.flac	51840
common_voice_zh-HK_22274238.flac	59136
common_voice_zh-HK_22265529.flac	116736
common_voice_zh-HK_22265530.flac	98304
common_voice_zh-HK_22155105.flac	120192
common_voice_zh-HK_22155108.flac	56448
common_voice_zh-HK_31039258.flac	51840
common_voice_zh-HK_31039259.flac	40320
common_voice_zh-HK_23622465.flac	78336
common_voice_zh-HK_23622467.flac	87936
common_voice_zh-HK_23622468.flac	40704
common_voice_zh-HK_22402293.flac	47616
common_voice_zh-HK_22402294.flac	54528
common_voice_zh-HK_22402295.flac	69504
common_voice_zh-HK_22261756.flac	82176
common_voice_zh-HK_22261764.flac	145536
common_voice_zh-HK_22261772.flac	119424
common_voice_zh-HK_22312057.flac	51456
common_voice_zh-HK_22312058.flac	62976
common_voice_zh-HK_22312060.flac	66816
common_voice_zh-HK_30427289.flac	60480
common_voice_zh-HK_30427290.flac	39744
common_voice_zh-HK_30427292.flac	42624
common_voice_zh-HK_31355531.flac	52416
common_voice_zh-HK_31355532.flac	53568
common_voice_zh-HK_31355533.flac	44928
common_voice_zh-HK_31875453.flac	40896
